metric,model_short,comparison,n,median_diff,wilcoxon_stat,p_raw,effect_size_r,p_holm
wall_time,deepseek-flash,temporal_cochange_vs_baseline,135,5.6299999999999955,3669.0,0.0430979406238956,0.20065359477124184,0.1292938218716868
wall_time,gpt-oss-120b,structural_vs_baseline,135,43.86,888.0,4.2727264047552763e-16,0.8065359477124183,1.281817921426583e-15
wall_time,gpt-oss-120b,temporal_frequency_vs_baseline,135,11.770000000000003,2490.5,4.006234636456283e-06,0.45740740740740743,4.006234636456283e-06
wall_time,gpt-oss-120b,temporal_cochange_vs_baseline,135,14.43,1851.5,1.8047184742168027e-09,0.5966230936819172,3.6094369484336055e-09
wall_time,ministral-3b,structural_vs_baseline,135,3.0700000000000003,3414.0,0.009800012170946464,0.25620915032679736,0.020851350869013567
wall_time,ministral-3b,temporal_frequency_vs_baseline,135,-1.2599999999999998,4191.0,0.3808616442938414,-0.0869281045751634,0.3808616442938414
wall_time,ministral-3b,temporal_cochange_vs_baseline,135,3.3599999999999994,3361.0,0.006950450289671189,0.26775599128540306,0.020851350869013567
wall_time,nemotron-super,structural_vs_baseline,135,-0.5499999999999972,4354.5,0.6050022850551915,-0.05130718954248366,1.0
wall_time,nemotron-super,temporal_frequency_vs_baseline,135,12.0,4560.0,0.9474670467640841,0.006535947712418301,1.0
wall_time,nemotron-super,temporal_cochange_vs_baseline,135,13.43,4156.0,0.3404994947408789,0.09455337690631808,1.0
turns,deepseek-flash,structural_vs_baseline,135,-2.0,1207.5,1.0116331863967897e-07,-0.589704383282365,3.034899559190369e-07
turns,deepseek-flash,temporal_frequency_vs_baseline,135,0.0,1804.0,0.002634987039739692,-0.3391941391941392,0.005269974079479384
turns,deepseek-flash,temporal_cochange_vs_baseline,135,0.0,2267.5,0.053164685437762295,-0.2151263412945656,0.053164685437762295
turns,gpt-oss-120b,structural_vs_baseline,135,0.0,3520.5,0.1902808189290648,-0.13373523622047245,0.3091113791229128
turns,gpt-oss-120b,temporal_frequency_vs_baseline,135,1.0,2960.0,0.03107757884617518,0.2237083661159192,0.09323273653852554
turns,gpt-oss-120b,temporal_cochange_vs_baseline,135,0.0,3087.5,0.1545556895614564,0.1494490358126722,0.3091113791229128
turns,ministral-3b,structural_vs_baseline,135,-3.0,1303.5,7.891037762118752e-11,-0.668952380952381,2.367311328635626e-10
turns,ministral-3b,temporal_frequency_vs_baseline,135,-3.0,1453.0,5.2465190220192926e-08,-0.579023612921918,1.0493038044038585e-07
turns,ministral-3b,temporal_cochange_vs_baseline,135,-2.0,3064.0,0.007881337035683108,-0.2691711389385808,0.007881337035683108
turns,nemotron-super,structural_vs_baseline,135,-4.0,681.5,2.4632148945987754e-15,-0.8212693417256753,7.389644683796327e-15
turns,nemotron-super,temporal_frequency_vs_baseline,135,-2.0,1646.0,1.865318254662893e-07,-0.5465564738292011,3.730636509325786e-07
turns,nemotron-super,temporal_cochange_vs_baseline,135,-2.0,1494.0,2.553592677769031e-07,-0.552023988005997,3.730636509325786e-07
