repo,issue_idx,map_condition_raw,map_condition,n_models,models,pooled_mean_delta_f1,pooled_mean_delta_recall,delta_f1_std,max_minus_median_delta_f1,outlier_model,outlier_model_delta_f1,median_delta_f1,n_helped_f1,n_hurt_f1,n_neutral_f1,per_model_delta_f1
requests,7,temporal_frequency,temporal_frequency,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",0.0,0.0,0.0,0.0,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,0.0,0.0,0,0,4,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.000; deepseek/deepseek-v4-flash=+0.000; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=+0.000
keras,9,temporal_frequency,temporal_frequency,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",0.0,0.0,0.0,0.0,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,0.0,0.0,0,0,4,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.000; deepseek/deepseek-v4-flash=+0.000; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=+0.000
pandas,35,temporal_frequency,temporal_frequency,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",0.0,0.0,0.0,0.0,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,0.0,0.0,0,0,4,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.000; deepseek/deepseek-v4-flash=+0.000; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=+0.000
stable-diffusion-webui,0,all_tools,all_tools,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",0.0,0.0,0.0,0.0,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,0.0,0.0,0,0,4,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.000; deepseek/deepseek-v4-flash=+0.000; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=+0.000
transformers,27,structural,structural,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0009,0.0,0.0018,0.0,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,0.0,0.0,0,1,3,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.000; deepseek/deepseek-v4-flash=+0.000; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=-0.004; mistral/ministral-3b-latest=+0.000
transformers,27,temporal_cochange,temporal_cochange,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0018,0.0,0.0036,0.0,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,0.0,0.0,0,1,3,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.000; deepseek/deepseek-v4-flash=+0.000; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=-0.007; mistral/ministral-3b-latest=+0.000
requests,12,temporal_cochange,temporal_cochange,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0083,0.0278,0.1853,0.1333,mistral/ministral-3b-latest,0.1667,0.0333,2,1,1,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.000; deepseek/deepseek-v4-flash=+0.067; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=-0.267; mistral/ministral-3b-latest=+0.167
yt-dlp,41,temporal_cochange,temporal_cochange,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0139,0.0,0.1596,0.1667,deepseek/deepseek-v4-flash,0.1667,0.0,1,1,2,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.000; deepseek/deepseek-v4-flash=+0.167; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=-0.222; mistral/ministral-3b-latest=+0.000
rich,12,temporal_frequency,temporal_frequency,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0175,-0.0,0.0485,0.019,mistral/ministral-3b-latest,0.019,0.0,1,1,2,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=-0.089; deepseek/deepseek-v4-flash=+0.000; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=+0.019
yt-dlp,41,structural,structural,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0222,0.0,0.1474,0.1333,deepseek/deepseek-v4-flash,0.1333,0.0,1,1,2,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.000; deepseek/deepseek-v4-flash=+0.133; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=-0.222; mistral/ministral-3b-latest=+0.000
yt-dlp,41,all_tools,all_tools,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0222,0.0,0.1474,0.1333,deepseek/deepseek-v4-flash,0.1333,0.0,1,1,2,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.000; deepseek/deepseek-v4-flash=+0.133; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=-0.222; mistral/ministral-3b-latest=+0.000
gpt-engineer,12,structural,structural,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0222,-0.0208,0.0444,0.0,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,0.0,0.0,0,1,3,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.000; deepseek/deepseek-v4-flash=-0.089; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=+0.000
keras,12,all_tools,all_tools,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0238,-0.0167,0.0476,0.0,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,0.0,0.0,0,1,3,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.000; deepseek/deepseek-v4-flash=+0.000; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=-0.095; mistral/ministral-3b-latest=+0.000
thefuck,10,structural,structural,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.025,-0.0278,0.145,0.2167,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,0.1667,-0.05,1,2,1,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=-0.100; deepseek/deepseek-v4-flash=-0.167; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.167; mistral/ministral-3b-latest=+0.000
requests,12,all_tools,all_tools,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.025,-0.0278,0.05,0.0,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,0.0,0.0,0,1,3,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.000; deepseek/deepseek-v4-flash=+0.000; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=-0.100; mistral/ministral-3b-latest=+0.000
flask,18,all_tools,all_tools,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0278,0.0417,0.1064,0.1667,deepseek/deepseek-v4-flash,0.1111,-0.0556,1,3,0,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=-0.000; deepseek/deepseek-v4-flash=+0.111; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=-0.111; mistral/ministral-3b-latest=-0.111
scrapy,26,all_tools,all_tools,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0278,0.0,0.1064,0.1666,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,0.1111,-0.0555,1,2,1,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=-0.111; deepseek/deepseek-v4-flash=+0.000; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.111; mistral/ministral-3b-latest=-0.111
stable-diffusion-webui,13,structural,structural,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0278,0.0,0.2778,0.3889,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,0.3333,-0.0555,1,2,1,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.333; deepseek/deepseek-v4-flash=-0.111; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=-0.333
scrapy,48,structural,structural,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0278,-0.0417,0.0556,0.0,deepseek/deepseek-v4-flash,0.0,0.0,0,1,3,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=-0.111; deepseek/deepseek-v4-flash=+0.000; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=+0.000
flask,18,temporal_frequency,temporal_frequency,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0278,0.0,0.1064,0.1667,deepseek/deepseek-v4-flash,0.1111,-0.0556,1,2,1,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=-0.111; deepseek/deepseek-v4-flash=+0.111; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=-0.111; mistral/ministral-3b-latest=+0.000
pandas,26,temporal_cochange,temporal_cochange,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0278,-0.0417,0.2095,0.2556,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,0.2222,-0.0333,2,2,0,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.222; deepseek/deepseek-v4-flash=-0.267; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.044; mistral/ministral-3b-latest=-0.111
scrapy,48,all_tools,all_tools,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0278,-0.0417,0.0556,0.0,deepseek/deepseek-v4-flash,0.0,0.0,0,1,3,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=-0.111; deepseek/deepseek-v4-flash=+0.000; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=+0.000
fastapi,20,temporal_frequency,temporal_frequency,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0417,-0.0833,0.0833,0.0,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,0.0,0.0,0,1,3,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.000; deepseek/deepseek-v4-flash=-0.167; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=+0.000
stable-diffusion-webui,5,structural,structural,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0417,-0.0417,0.1659,0.2222,mistral/ministral-3b-latest,0.1667,-0.0556,1,2,1,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=-0.222; deepseek/deepseek-v4-flash=-0.111; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=+0.167
pandas,44,all_tools,all_tools,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0417,-0.0417,0.0833,0.0,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,0.0,0.0,0,1,3,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.000; deepseek/deepseek-v4-flash=+0.000; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=-0.167
gpt-engineer,12,all_tools,all_tools,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0445,-0.0417,0.0889,0.0,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,0.0,0.0,0,1,3,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.000; deepseek/deepseek-v4-flash=-0.178; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=+0.000
yt-dlp,45,structural,structural,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0556,-0.0417,0.1111,0.0,deepseek/deepseek-v4-flash,0.0,0.0,0,1,3,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=-0.222; deepseek/deepseek-v4-flash=+0.000; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=+0.000
pandas,38,temporal_cochange,temporal_cochange,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0556,-0.0417,0.0786,0.0278,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,0.0,-0.0278,0,2,2,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=-0.056; deepseek/deepseek-v4-flash=-0.167; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=+0.000
localstack,2,all_tools,all_tools,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0556,-0.0833,0.1111,0.0,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,0.0,0.0,0,1,3,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.000; deepseek/deepseek-v4-flash=-0.222; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=+0.000
gpt-engineer,9,all_tools,all_tools,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0556,-0.0833,0.3685,0.6111,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,0.4444,-0.1667,1,2,1,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.444; deepseek/deepseek-v4-flash=-0.333; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=-0.333; mistral/ministral-3b-latest=+0.000
gpt-engineer,12,temporal_frequency,temporal_frequency,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0556,-0.0417,0.0667,0.0444,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,0.0,-0.0444,0,2,2,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=-0.133; deepseek/deepseek-v4-flash=-0.089; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=+0.000
gpt-engineer,12,temporal_cochange,temporal_cochange,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0556,-0.0417,0.0667,0.0444,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,0.0,-0.0444,0,2,2,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.000; deepseek/deepseek-v4-flash=-0.089; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=-0.133
stable-diffusion-webui,13,all_tools,all_tools,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0694,0.0,0.1389,0.0,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,0.0,0.0,0,1,3,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.000; deepseek/deepseek-v4-flash=-0.278; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=+0.000
thefuck,10,temporal_frequency,temporal_frequency,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.075,-0.0556,0.1287,0.0167,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,0.0,-0.0167,0,2,2,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=-0.267; deepseek/deepseek-v4-flash=-0.033; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=+0.000
gpt-engineer,9,structural,structural,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0833,-0.0833,0.3191,0.5,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,0.3333,-0.1667,1,2,1,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=-0.333; deepseek/deepseek-v4-flash=+0.000; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.333; mistral/ministral-3b-latest=-0.333
rich,8,temporal_frequency,temporal_frequency,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0833,-0.0833,0.1667,0.0,deepseek/deepseek-v4-flash,0.0,0.0,0,1,3,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=-0.333; deepseek/deepseek-v4-flash=+0.000; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=+0.000
localstack,9,temporal_frequency,temporal_frequency,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0833,-0.0833,0.5693,0.8333,mistral/ministral-3b-latest,0.6667,-0.1667,1,2,1,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=-0.333; deepseek/deepseek-v4-flash=-0.667; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=+0.667
scrapy,26,structural,structural,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0833,-0.0833,0.1667,0.0,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,0.0,0.0,0,1,3,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.000; deepseek/deepseek-v4-flash=+0.000; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=-0.333
flask,6,temporal_frequency,temporal_frequency,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0833,-0.0833,0.1667,0.0,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,0.0,0.0,0,1,3,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.000; deepseek/deepseek-v4-flash=+0.000; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=-0.333
scikit-learn,5,structural,structural,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0833,-0.0833,0.1667,0.0,deepseek/deepseek-v4-flash,0.0,0.0,0,1,3,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=-0.333; deepseek/deepseek-v4-flash=+0.000; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=+0.000
scikit-learn,49,structural,structural,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0833,-0.0833,0.1667,0.0,deepseek/deepseek-v4-flash,0.0,0.0,0,1,3,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=-0.333; deepseek/deepseek-v4-flash=+0.000; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=+0.000
scikit-learn,49,temporal_cochange,temporal_cochange,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0833,-0.0833,0.1667,0.0,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,0.0,0.0,0,1,3,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.000; deepseek/deepseek-v4-flash=+0.000; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=-0.333; mistral/ministral-3b-latest=+0.000
scikit-learn,5,temporal_cochange,temporal_cochange,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0833,-0.0833,0.1667,0.0,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,0.0,0.0,0,1,3,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.000; deepseek/deepseek-v4-flash=+0.000; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=-0.333
fastapi,20,all_tools,all_tools,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0833,-0.1667,0.1667,0.0,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,0.0,0.0,0,1,3,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.000; deepseek/deepseek-v4-flash=-0.333; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=+0.000
